fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes,fragment
Debt Service Funds (300) [group total],258478,258478,2020-21,actual-budgetary,budget-fy2023-24-vol1,141,,fy2023-24
Debt Service Funds (300),201671,201672,2020-21,revised,budget-fy2021-22-vol1,208,requirements from PDF p.209 of same doc,fy2021-22
Debt Service Funds (300),258478,258478,2020-21,actual-budgetary,budget-fy2024-25-vol1,139,"resources p139, requirements total p140",fy2024-25
Dedicated Resource Fund (299),19508,19508,2020-21,actual-budgetary,budget-fy2022-23-vol1,191,,fy2022-23
Dedicated Resource Fund (299),19508,19508,2020-21,actual-budgetary,budget-fy2023-24-vol1,134,,fy2023-24
Energy Efficient Schools Fund (435),3301,3301,2020-21,actual-budgetary,budget-fy2022-23-vol1,234,,fy2022-23
Energy Efficient Schools Fund (435),3301,3301,2020-21,actual-budgetary,budget-fy2023-24-vol1,169,,fy2023-24
Facilities Capital Fund (438),944,944,2020-21,actual-budgetary,budget-fy2022-23-vol1,237,,fy2022-23
Facilities Capital Fund (438),944,944,2020-21,actual-budgetary,budget-fy2023-24-vol1,175,,fy2023-24
Full Faith and Credit Debt Service Fund (320),1803,1803,2020-21,actual-budgetary,budget-fy2022-23-vol1,214,,fy2022-23
Full Faith and Credit Debt Service Fund (320),1803,1803,2020-21,actual-budgetary,budget-fy2023-24-vol1,150,,fy2023-24
Full Faith and Credit Fund (420),1629,1629,2020-21,actual-budgetary,budget-fy2022-23-vol1,231,,fy2022-23
Full Faith and Credit Fund (420),1629,1629,2020-21,actual-budgetary,budget-fy2023-24-vol1,166,,fy2023-24
General Fund (100),744589,744589,2020-21,actual-budgetary,budget-fy2022-23-vol1,149,,fy2022-23
General Fund (100),744589,744589,2020-21,actual-budgetary,budget-fy2023-24-vol1,98,,fy2023-24
General Fund (100),744589,744589,2020-21,actual-budgetary,budget-fy2024-25-vol1,99,"native unit thousands; resources p99, requirements total p100; requirements include ending fund balance",fy2024-25
General Fund (100),747497,747497,2020-21,revised,budget-fy2021-22-vol1,151,requirements from PDF p.152 of same doc,fy2021-22
General Fund,744589,744589,2020-21,actual-budgetary,tscc-review-fy2024,18,SUMMARY OF BUDGET - BY FUND; single total printed per fund (resources=requirements); native whole dollars,tscc
GO Bonds Debt Service Fund (350),201070,201070,2020-21,actual-budgetary,budget-fy2022-23-vol1,217,,fy2022-23
GO Bonds Debt Service Fund (350),201070,201070,2020-21,actual-budgetary,budget-fy2023-24-vol1,153,,fy2023-24
GO Bonds Debt Service Fund,201070,201070,2020-21,actual-budgetary,tscc-review-fy2024,18,,tscc
GO Bonds Fund (450),1031158,1031158,2020-21,actual-budgetary,budget-fy2022-23-vol1,244,,fy2022-23
GO Bonds Fund (450),1031158,1031158,2020-21,actual-budgetary,budget-fy2023-24-vol1,182,,fy2023-24
GRAND TOTAL ALL FUNDS,2233359,2233359,2020-21,actual-budgetary,tscc-review-fy2024,18,"grand total row; 2023-24 printed 2,182,055 here vs 2,182,057 elsewhere in same doc",tscc
Grants Fund (205),81194,81194,2020-21,actual-budgetary,budget-fy2022-23-vol1,173,,fy2022-23
Grants Fund (205),81194,81194,2020-21,actual-budgetary,budget-fy2023-24-vol1,117,,fy2023-24
Harriet Tubman MS Relocation Fund (437),0,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,172,,fy2023-24
Internal Service Fund,7673,7673,2020-21,actual-budgetary,tscc-review-fy2024,18,,tscc
Internal Service Funds (600) [group total],7673,7673,2020-21,actual-budgetary,budget-fy2022-23-vol1,257,,fy2022-23
Internal Service Funds (600) [group total],7673,7673,2020-21,actual-budgetary,budget-fy2023-24-vol1,196,,fy2023-24
Internal Service Funds (600),7673,7673,2020-21,actual-budgetary,budget-fy2024-25-vol1,191,"resources p191, requirements total p192",fy2024-25
Internal Service Funds (600),8533,8532,2020-21,revised,budget-fy2021-22-vol1,266,"requirements from PDF p.268 of same doc; by-function summary p.267 (printed 260) still shows approved/adopted 8,552 - not updated for +13k contingency adjustment shown in Attachment A p.375",fy2021-22
IT System Project Fund (407),0,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,164,,fy2023-24
Partnership Funds (470),0,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,186,,fy2023-24
PERS Rate Stabilization Reserve Fund (225),19056,19056,2020-21,actual-budgetary,budget-fy2022-23-vol1,184,,fy2022-23
PERS Rate Stabilization Reserve Fund (225),19056,19056,2020-21,actual-budgetary,budget-fy2023-24-vol1,127,,fy2023-24
PERS UAL Debt Service Fund (308),55604,55604,2020-21,actual-budgetary,budget-fy2022-23-vol1,211,,fy2022-23
PERS UAL Debt Service Fund (308),55604,55604,2020-21,actual-budgetary,budget-fy2023-24-vol1,147,,fy2023-24
Self Insurance Fund (601),7673,7673,2020-21,actual-budgetary,budget-fy2022-23-vol1,261,,fy2022-23
Self Insurance Fund (601),7673,7673,2020-21,actual-budgetary,budget-fy2023-24-vol1,200,,fy2023-24
Special Revenue Fund,155931,155931,2020-21,actual-budgetary,tscc-review-fy2024,18,,tscc
Special Revenue Funds (200) [group total],155931,155931,2020-21,actual-budgetary,budget-fy2022-23-vol1,162,,fy2022-23
Special Revenue Funds (200) [group total],155931,155931,2020-21,actual-budgetary,budget-fy2023-24-vol1,108,,fy2023-24
Special Revenue Funds (200),155931,155931,2020-21,actual-budgetary,budget-fy2024-25-vol1,111,"resources p111, requirements total p113; one overlapped print on p112 shows 155929 (rounding artifact)",fy2024-25
Special Revenue Funds (200),183795,183795,2020-21,revised,budget-fy2021-22-vol1,165,requirements from PDF p.166 of same doc,fy2021-22
Student Body Activity Fund (201),6167,6167,2020-21,actual-budgetary,budget-fy2022-23-vol1,166,,fy2022-23
Student Body Activity Fund (201),6167,6167,2020-21,actual-budgetary,budget-fy2023-24-vol1,110,,fy2023-24
Student Investment Account Fund (251),11572,11572,2020-21,actual-budgetary,budget-fy2022-23-vol1,187,fund first active in 2020-21 (SIA/HB3427),fy2022-23
Student Investment Account Fund (251),11572,11572,2020-21,actual-budgetary,budget-fy2023-24-vol1,130,,fy2023-24
TOTAL ALL FUNDS,2233098,2233100,2020-21,actual-budgetary,budget-fy2022-23-vol1,140,,fy2022-23
TOTAL ALL FUNDS,2233099,2233099,2020-21,actual-budgetary,budget-fy2023-24-vol1,86,,fy2023-24
Total All Funds,2233099,2233099,2020-21,actual-budgetary,budget-fy2024-25-vol1,91,"resources p91, requirements p92",fy2024-25
TOTAL ALL FUNDS,2735581,2735581,2020-21,revised,budget-fy2021-22-vol1,142,"requirements from PDF p.143 of same doc; resolution 6323 (p.373) adopts total budget of $2,058,410,000",fy2021-22
All Funds total,2425370,2425370,2021-22,actual-budgetary,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column),fy2025-26
Cafeteria Fund (202),16368,16368,2021-22,adopted,budget-fy2022-23-vol1,169,,fy2022-23
Cafeteria Fund (202),26237,26236,2021-22,actual-budgetary,budget-fy2023-24-vol1,113,,fy2023-24
Capital Asset Renewal Fund (445),9475,9475,2021-22,adopted,budget-fy2022-23-vol1,240,,fy2022-23
Capital Asset Renewal Fund (445),9601,9601,2021-22,actual-budgetary,budget-fy2023-24-vol1,178,,fy2023-24
Capital Project Funds (400),762605,762605,2021-22,proposed,budget-fy2021-22-vol1,227,requirements from PDF p.229 of same doc,fy2021-22
Capital Project Funds (400),763758,763758,2021-22,adopted,budget-fy2021-22-vol1,227,requirements from PDF p.229 of same doc,fy2021-22
Capital Project Funds (400),763758,763758,2021-22,approved,budget-fy2021-22-vol1,227,requirements from PDF p.229 of same doc,fy2021-22
Capital Projects Fund,780621,780621,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
Capital Projects Fund,780621,780621,2021-22,actual-budgetary,tscc-review-fy2024,18,"2023-24 printed 834,105 (p.15 Other Funds table prints 834,107); FY2023-24 adds Harriet Tubman MS Relocation Fund ($122.5M state grant, p.4)",tscc
Capital Projects Fund,780621,780621,2021-22,actual-budgetary,tscc-review-fy2025,18,,tscc
Capital Projects Funds (400) [group total],763758,763758,2021-22,adopted,budget-fy2022-23-vol1,220,,fy2022-23
Capital Projects Funds (400) [group total],780620,780620,2021-22,actual-budgetary,budget-fy2023-24-vol1,157,,fy2023-24
Capital Projects Funds (400),780617,780620,2021-22,actual-budgetary,budget-fy2024-25-vol1,155,"resources total (p155) and requirements total (p156) differ by 3k as printed",fy2024-25
Capital Projects Funds (400),780619,780619,2021-22,actual-budgetary,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column),fy2025-26
Construction Excise Fund (404),14845,14845,2021-22,adopted,budget-fy2022-23-vol1,224,,fy2022-23
Construction Excise Fund (404),15553,15553,2021-22,actual-budgetary,budget-fy2023-24-vol1,160,,fy2023-24
Debt Service Fund,79499,79499,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
Debt Service Fund,79499,79499,2021-22,actual-budgetary,tscc-review-fy2024,18,"2023-24 printed 86,445 (FY25 review prints 86,446)",tscc
Debt Service Fund,79499,79499,2021-22,actual-budgetary,tscc-review-fy2025,18,"2022-23 printed 84,467 (FY26 review prints 84,474)",tscc
Debt Service Funds (300) [group total],210963,210963,2021-22,adopted,budget-fy2022-23-vol1,201,,fy2022-23
Debt Service Funds (300) [group total],232104,232104,2021-22,actual-budgetary,budget-fy2023-24-vol1,141,,fy2023-24
Debt Service Funds (300),210963,210963,2021-22,adopted,budget-fy2021-22-vol1,208,requirements from PDF p.209 of same doc,fy2021-22
Debt Service Funds (300),210963,210963,2021-22,approved,budget-fy2021-22-vol1,208,requirements from PDF p.209 of same doc,fy2021-22
Debt Service Funds (300),210963,210963,2021-22,proposed,budget-fy2021-22-vol1,208,requirements from PDF p.209 of same doc,fy2021-22
Debt Service Funds (300),232104,232104,2021-22,actual-budgetary,budget-fy2024-25-vol1,139,,fy2024-25
Debt Service Funds (300),232104,232104,2021-22,actual-budgetary,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column),fy2025-26
Dedicated Resource Fund (299),21831,21831,2021-22,adopted,budget-fy2022-23-vol1,191,,fy2022-23
Dedicated Resource Fund (299),22277,22277,2021-22,actual-budgetary,budget-fy2023-24-vol1,134,,fy2023-24
Energy Efficient Schools Fund (435),2867,2867,2021-22,adopted,budget-fy2022-23-vol1,234,,fy2022-23
Energy Efficient Schools Fund (435),3631,3632,2021-22,actual-budgetary,budget-fy2023-24-vol1,169,,fy2023-24
Facilities Capital Fund (438),2723,2723,2021-22,actual-budgetary,budget-fy2023-24-vol1,175,,fy2023-24
Facilities Capital Fund (438),6783,6783,2021-22,adopted,budget-fy2022-23-vol1,237,,fy2022-23
Full Faith and Credit Debt Service Fund (320),1783,1783,2021-22,actual-budgetary,budget-fy2023-24-vol1,150,,fy2023-24
Full Faith and Credit Debt Service Fund (320),1784,1784,2021-22,adopted,budget-fy2022-23-vol1,214,,fy2022-23
Full Faith and Credit Fund (420),644,644,2021-22,adopted,budget-fy2022-23-vol1,231,,fy2022-23
Full Faith and Credit Fund (420),719,719,2021-22,actual-budgetary,budget-fy2023-24-vol1,166,,fy2023-24
General Fund (100),1188261,1188261,2021-22,actual-budgetary,budget-fy2023-24-vol1,98,,fy2023-24
General Fund (100),1188261,1188261,2021-22,actual-budgetary,budget-fy2024-25-vol1,99,"2021-22 inflated by 2021 pension-bond pass-through (bond proceeds 399390 in resources, 400833 in 5100/5400 requirements)",fy2024-25
General Fund (100),1188261,1188261,2021-22,actual-budgetary,budget-fy2025-26-vol1,98,native unit thousands of dollars; requirements total printed on p.99; resources total on cited p.98 (totals equal per column),fy2025-26
General Fund (100),761700,761700,2021-22,proposed,budget-fy2021-22-vol1,151,requirements from PDF p.152 of same doc,fy2021-22
General Fund (100),771963,771963,2021-22,adopted,budget-fy2021-22-vol1,151,requirements from PDF p.152 of same doc,fy2021-22
General Fund (100),771963,771963,2021-22,adopted,budget-fy2022-23-vol1,149,,fy2022-23
General Fund (100),771963,771963,2021-22,approved,budget-fy2021-22-vol1,151,requirements from PDF p.152 of same doc,fy2021-22
General Fund,1188261,1188261,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,84,PPS Budget Summary (annual report); SUMMARY OF BUDGET - BY FUND; single total printed per fund (resources=requirements); native whole dollars,tscc
General Fund,1188261,1188261,2021-22,actual-budgetary,tscc-review-fy2024,18,,tscc
General Fund,1188261,1188261,2021-22,actual-budgetary,tscc-review-fy2025,18,SUMMARY OF BUDGET - BY FUND; single total printed per fund (resources=requirements); native whole dollars,tscc
GO Bonds Debt Service Fund (350),151100,151100,2021-22,adopted,budget-fy2022-23-vol1,217,,fy2022-23
GO Bonds Debt Service Fund (350),152606,152606,2021-22,actual-budgetary,budget-fy2023-24-vol1,153,,fy2023-24
GO Bonds Debt Service Fund,152606,152606,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
GO Bonds Debt Service Fund,152606,152606,2021-22,actual-budgetary,tscc-review-fy2024,18,,tscc
GO Bonds Debt Service Fund,152606,152606,2021-22,actual-budgetary,tscc-review-fy2025,18,,tscc
GO Bonds Fund (450),729144,729144,2021-22,adopted,budget-fy2022-23-vol1,244,,fy2022-23
GO Bonds Fund (450),748390,748391,2021-22,actual-budgetary,budget-fy2023-24-vol1,182,,fy2023-24
GRAND TOTAL ALL FUNDS,2425373,2425373,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,84,grand total row; PPS Budget Summary in FY24-25 TSCC Annual Report; 2024-25 column labeled Adopted,tscc
GRAND TOTAL ALL FUNDS,2425373,2425373,2021-22,actual-budgetary,tscc-review-fy2024,18,"grand total row; 2023-24 printed 2,182,055 here vs 2,182,057 elsewhere in same doc",tscc
GRAND TOTAL ALL FUNDS,2425373,2425373,2021-22,actual-budgetary,tscc-review-fy2025,18,"grand total row; 2022-23 total 2,351,781 conflicts with 2,351,973 (FY26 review) and 2,351,969 (annual report/by-object)",tscc
Grants Fund (205),102356,102356,2021-22,actual-budgetary,budget-fy2023-24-vol1,117,,fy2023-24
Grants Fund (205),201081,201081,2021-22,adopted,budget-fy2022-23-vol1,173,,fy2022-23
Harriet Tubman MS Relocation Fund (437),0,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,172,,fy2023-24
Internal Service Fund,7693,7693,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
Internal Service Fund,7693,7693,2021-22,actual-budgetary,tscc-review-fy2024,18,,tscc
Internal Service Fund,7693,7693,2021-22,actual-budgetary,tscc-review-fy2025,18,FY2024-25 adds Property & Liability Insurance and Unemployment sub-funds within Internal Service Fund (p.4),tscc
Internal Service Funds (600) [group total],7693,7693,2021-22,actual-budgetary,budget-fy2023-24-vol1,196,,fy2023-24
Internal Service Funds (600) [group total],8565,8565,2021-22,adopted,budget-fy2022-23-vol1,257,,fy2022-23
Internal Service Funds (600),7693,7693,2021-22,actual-budgetary,budget-fy2024-25-vol1,191,,fy2024-25
Internal Service Funds (600),7693,7693,2021-22,actual-budgetary,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column),fy2025-26
Internal Service Funds (600),8552,8552,2021-22,proposed,budget-fy2021-22-vol1,266,"requirements from PDF p.268 of same doc; by-function summary p.267 (printed 260) still shows approved/adopted 8,552 - not updated for +13k contingency adjustment shown in Attachment A p.375",fy2021-22
Internal Service Funds (600),8565,8565,2021-22,adopted,budget-fy2021-22-vol1,266,"requirements from PDF p.268 of same doc; by-function summary p.267 (printed 260) still shows approved/adopted 8,552 - not updated for +13k contingency adjustment shown in Attachment A p.375",fy2021-22
Internal Service Funds (600),8565,8565,2021-22,approved,budget-fy2021-22-vol1,266,"requirements from PDF p.268 of same doc; by-function summary p.267 (printed 260) still shows approved/adopted 8,552 - not updated for +13k contingency adjustment shown in Attachment A p.375",fy2021-22
IT System Project Fund (407),0,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,164,,fy2023-24
Partnership Funds (470),0,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,186,,fy2023-24
PERS Rate Stabilization Reserve Fund (225),19355,19355,2021-22,adopted,budget-fy2022-23-vol1,184,,fy2022-23
PERS Rate Stabilization Reserve Fund (225),19390,19390,2021-22,actual-budgetary,budget-fy2023-24-vol1,127,,fy2023-24
PERS UAL Debt Service Fund (308),58079,58079,2021-22,adopted,budget-fy2022-23-vol1,211,,fy2022-23
PERS UAL Debt Service Fund (308),77716,77716,2021-22,actual-budgetary,budget-fy2023-24-vol1,147,,fy2023-24
Self Insurance Fund (601),7693,7693,2021-22,actual-budgetary,budget-fy2023-24-vol1,200,,fy2023-24
Self Insurance Fund (601),8565,8565,2021-22,adopted,budget-fy2022-23-vol1,261,,fy2022-23
Special Revenue Fund,216693,216693,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,84,"2022-23 actual printed 249,357 (third variant across docs)",tscc
Special Revenue Fund,216693,216693,2021-22,actual-budgetary,tscc-review-fy2024,18,,tscc
Special Revenue Fund,216693,216693,2021-22,actual-budgetary,tscc-review-fy2025,18,"2022-23 actual printed 249,169 (CONFLICT: 249,354 FY26 review; 249,357 annual report)",tscc
Special Revenue Funds (200) [group total],216693,216693,2021-22,actual-budgetary,budget-fy2023-24-vol1,108,,fy2023-24
Special Revenue Funds (200) [group total],303161,303161,2021-22,adopted,budget-fy2022-23-vol1,162,,fy2022-23
Special Revenue Funds (200),216693,216693,2021-22,actual-budgetary,budget-fy2024-25-vol1,111,,fy2024-25
Special Revenue Funds (200),216693,216693,2021-22,actual-budgetary,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column),fy2025-26
Special Revenue Funds (200),286245,286245,2021-22,proposed,budget-fy2021-22-vol1,165,requirements from PDF p.166 of same doc,fy2021-22
Special Revenue Funds (200),303161,303161,2021-22,adopted,budget-fy2021-22-vol1,165,requirements from PDF p.166 of same doc,fy2021-22
Special Revenue Funds (200),303161,303161,2021-22,approved,budget-fy2021-22-vol1,165,requirements from PDF p.166 of same doc,fy2021-22
Student Body Activity Fund (201),13000,13000,2021-22,adopted,budget-fy2022-23-vol1,166,,fy2022-23
Student Body Activity Fund (201),9094,9094,2021-22,actual-budgetary,budget-fy2023-24-vol1,110,,fy2023-24
Student Investment Account Fund (251),31526,31526,2021-22,adopted,budget-fy2022-23-vol1,187,,fy2022-23
Student Investment Account Fund (251),37339,37339,2021-22,actual-budgetary,budget-fy2023-24-vol1,130,,fy2023-24
TOTAL ALL FUNDS,2030065,2030065,2021-22,proposed,budget-fy2021-22-vol1,142,"requirements from PDF p.143 of same doc; resolution 6323 (p.373) adopts total budget of $2,058,410,000",fy2021-22
TOTAL ALL FUNDS,2058410,2058410,2021-22,adopted,budget-fy2021-22-vol1,142,"requirements from PDF p.143 of same doc; resolution 6323 (p.373) adopts total budget of $2,058,410,000",fy2021-22
TOTAL ALL FUNDS,2058410,2058410,2021-22,adopted,budget-fy2022-23-vol1,140,,fy2022-23
TOTAL ALL FUNDS,2058410,2058410,2021-22,approved,budget-fy2021-22-vol1,142,"requirements from PDF p.143 of same doc; resolution 6323 (p.373) adopts total budget of $2,058,410,000",fy2021-22
TOTAL ALL FUNDS,2425370,2425371,2021-22,actual-budgetary,budget-fy2023-24-vol1,86,,fy2023-24
Total All Funds,2425370,2425371,2021-22,actual-budgetary,budget-fy2024-25-vol1,91,"resources table prints 2425370, requirements table prints 2425371",fy2024-25
100 General Fund,830038,830038,2022-23,actual-budgetary,budget-fy2026-27-vol1,108,"native unit thousands of dollars; budget presentation: per-fund resources = requirements, single total emitted in both columns; Proposed 2026-27 and Approved 2026-27 columns are identical to Adopted 2026-27 throughout this book; requirements tables at pages 109-110 print identical fund totals",fy2026-27
200 Special Revenue Funds (type total),249353,249353,2022-23,actual-budgetary,budget-fy2026-27-vol1,122,,fy2026-27
201 Student Body Activity Fund,10862,10862,2022-23,actual-budgetary,budget-fy2026-27-vol1,125,,fy2026-27
202 Cafeteria Fund,26916,26916,2022-23,actual-budgetary,budget-fy2026-27-vol1,128,,fy2026-27
205 Grants Fund,127533,127533,2022-23,actual-budgetary,budget-fy2026-27-vol1,133,,fy2026-27
225 PERS Rate Stabilization Reserve Fund,20209,20209,2022-23,actual-budgetary,budget-fy2026-27-vol1,139,fund nearly emptied: 2025-26 adopted transferred $23.962M to General Fund; only $394K remains in 2026-27,fy2026-27
251 Student Investment Account Fund,37621,37621,2022-23,actual-budgetary,budget-fy2026-27-vol1,142,,fy2026-27
299 Dedicated Resource Fund,26210,26210,2022-23,actual-budgetary,budget-fy2026-27-vol1,151,,fy2026-27
300 Debt Service Funds (type total),245042,245042,2022-23,actual-budgetary,budget-fy2026-27-vol1,157,,fy2026-27
308 PERS UAL Debt Service Fund,83232,83232,2022-23,actual-budgetary,budget-fy2026-27-vol1,164,,fy2026-27
320 Full Faith and Credit Debt Service Fund,1241,1241,2022-23,actual-budgetary,budget-fy2026-27-vol1,167,,fy2026-27
350 GO Bonds Debt Service Fund,160569,160569,2022-23,actual-budgetary,budget-fy2026-27-vol1,170,,fy2026-27
400 Capital Projects Funds (type total),1020043,1020043,2022-23,actual-budgetary,budget-fy2026-27-vol1,173,,fy2026-27
404 Construction Excise Fund,17297,17297,2022-23,actual-budgetary,budget-fy2026-27-vol1,177,,fy2026-27
420 Full Faith and Credit Fund,235,235,2022-23,actual-budgetary,budget-fy2026-27-vol1,181,capital-side FF&C fund; dashes printed from 2024-25 on (recorded as 0),fy2026-27
435 Energy Efficient Schools Fund,4525,4525,2022-23,actual-budgetary,budget-fy2026-27-vol1,183,,fy2026-27
437 Harriet Tubman MS Relocation Fund,3113,3113,2022-23,actual-budgetary,budget-fy2026-27-vol1,186,large 2026-27 increase; Restricted Grants/Funds $141.5M per Other Capital Projects table p.203,fy2026-27
438 Facilities Capital Fund,2095,2095,2022-23,actual-budgetary,budget-fy2026-27-vol1,189,,fy2026-27
445 Capital Asset Renewal Fund,15092,15092,2022-23,actual-budgetary,budget-fy2026-27-vol1,193,,fy2026-27
450 GO Bonds Fund,977687,977687,2022-23,actual-budgetary,budget-fy2026-27-vol1,197,,fy2026-27
600 Internal Service Funds (type total),7494,7494,2022-23,actual-budgetary,budget-fy2026-27-vol1,205,,fy2026-27
601 Workers Compensation Fund,7494,7494,2022-23,actual-budgetary,budget-fy2026-27-vol1,209,,fy2026-27
602 Property & Liability Insurance Fund,0,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,213,"fund first budgeted in 2024-25 (dashes before, recorded as 0)",fy2026-27
603 Unemployment Fund,0,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,217,"fund first shows activity in 2024-25 (dashes before, recorded as 0)",fy2026-27
All Funds total,2351970,2351970,2022-23,actual-budgetary,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column),fy2025-26
Cafeteria Fund (202),23363,23363,2022-23,adopted,budget-fy2022-23-vol1,169,,fy2022-23
Cafeteria Fund (202),23363,23363,2022-23,adopted,budget-fy2023-24-vol1,113,,fy2023-24
Cafeteria Fund (202),23363,23363,2022-23,approved,budget-fy2022-23-vol1,169,,fy2022-23
Cafeteria Fund (202),23363,23363,2022-23,proposed,budget-fy2022-23-vol1,169,,fy2022-23
Capital Asset Renewal Fund (445),5663,5663,2022-23,proposed,budget-fy2022-23-vol1,240,,fy2022-23
Capital Asset Renewal Fund (445),7760,7760,2022-23,adopted,budget-fy2022-23-vol1,240,,fy2022-23
Capital Asset Renewal Fund (445),7760,7760,2022-23,adopted,budget-fy2023-24-vol1,178,,fy2023-24
Capital Asset Renewal Fund (445),7760,7760,2022-23,approved,budget-fy2022-23-vol1,240,,fy2022-23
Capital Projects Fund,1020044,1020044,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
Capital Projects Fund,1020044,1020044,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
Capital Projects Fund,1020044,1020044,2022-23,actual-budgetary,tscc-review-fy2026,19,"2025-26 printed 643,773 here but 643,774 in Other Funds table p.16",tscc
Capital Projects Fund,516864,516864,2022-23,revised,tscc-review-fy2024,18,"2023-24 printed 834,105 (p.15 Other Funds table prints 834,107); FY2023-24 adds Harriet Tubman MS Relocation Fund ($122.5M state grant, p.4)",tscc
Capital Projects Funds (400) [group total],514233,514233,2022-23,proposed,budget-fy2022-23-vol1,220,,fy2022-23
Capital Projects Funds (400) [group total],516864,516864,2022-23,adopted,budget-fy2022-23-vol1,220,,fy2022-23
Capital Projects Funds (400) [group total],516864,516864,2022-23,adopted,budget-fy2023-24-vol1,157,,fy2023-24
Capital Projects Funds (400) [group total],516864,516864,2022-23,approved,budget-fy2022-23-vol1,220,,fy2022-23
Capital Projects Funds (400),1020043,1020043,2022-23,actual-budgetary,budget-fy2024-25-vol1,155,,fy2024-25
Capital Projects Funds (400),1020043,1020043,2022-23,actual-budgetary,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column),fy2025-26
Construction Excise Fund (404),17015,17015,2022-23,proposed,budget-fy2022-23-vol1,224,,fy2022-23
Construction Excise Fund (404),17765,17765,2022-23,adopted,budget-fy2022-23-vol1,224,,fy2022-23
Construction Excise Fund (404),17765,17765,2022-23,adopted,budget-fy2023-24-vol1,160,,fy2023-24
Construction Excise Fund (404),17765,17765,2022-23,approved,budget-fy2022-23-vol1,224,,fy2022-23
Debt Service Fund,83047,83047,2022-23,revised,tscc-review-fy2024,18,"2023-24 printed 86,445 (FY25 review prints 86,446)",tscc
Debt Service Fund,84467,84467,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
Debt Service Fund,84467,84467,2022-23,actual-budgetary,tscc-review-fy2025,18,"2022-23 printed 84,467 (FY26 review prints 84,474)",tscc
Debt Service Fund,84474,84474,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
Debt Service Funds (300) [group total],242410,242410,2022-23,adopted,budget-fy2022-23-vol1,201,,fy2022-23
Debt Service Funds (300) [group total],242410,242410,2022-23,adopted,budget-fy2023-24-vol1,141,,fy2023-24
Debt Service Funds (300) [group total],245890,245890,2022-23,proposed,budget-fy2022-23-vol1,201,,fy2022-23
Debt Service Funds (300) [group total],246465,246465,2022-23,approved,budget-fy2022-23-vol1,201,,fy2022-23
Debt Service Funds (300),245042,245042,2022-23,actual-budgetary,budget-fy2024-25-vol1,139,,fy2024-25
Debt Service Funds (300),245042,245042,2022-23,actual-budgetary,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column),fy2025-26
Dedicated Resource Fund (299),20999,20999,2022-23,adopted,budget-fy2022-23-vol1,191,,fy2022-23
Dedicated Resource Fund (299),20999,20999,2022-23,adopted,budget-fy2023-24-vol1,134,,fy2023-24
Dedicated Resource Fund (299),20999,20999,2022-23,approved,budget-fy2022-23-vol1,191,,fy2022-23
Dedicated Resource Fund (299),20999,20999,2022-23,proposed,budget-fy2022-23-vol1,191,,fy2022-23
Energy Efficient Schools Fund (435),4306,4306,2022-23,adopted,budget-fy2022-23-vol1,234,,fy2022-23
Energy Efficient Schools Fund (435),4306,4306,2022-23,adopted,budget-fy2023-24-vol1,169,,fy2023-24
Energy Efficient Schools Fund (435),4306,4306,2022-23,approved,budget-fy2022-23-vol1,234,,fy2022-23
Energy Efficient Schools Fund (435),4306,4306,2022-23,proposed,budget-fy2022-23-vol1,234,,fy2022-23
Facilities Capital Fund (438),8344,8344,2022-23,adopted,budget-fy2022-23-vol1,237,,fy2022-23
Facilities Capital Fund (438),8344,8344,2022-23,adopted,budget-fy2023-24-vol1,175,,fy2023-24
Facilities Capital Fund (438),8344,8344,2022-23,approved,budget-fy2022-23-vol1,237,,fy2022-23
